"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","41","Successful create user","API","2026-09-08","passed","2026-09-08","Positive","POST /users","",""
"","179","Successful create user","API","2026-09-08","passed","2026-09-08","Positive","POST /users","",""
"","20","Create user with invalid email","API","2026-09-08","passed","2026-09-08","Negative","POST /users","",""
"","18","Create user with invalid email","API","2026-09-08","passed","2026-09-08","Negative","POST /users","",""
"","22","Create user with invalid email","API","2026-09-08","passed","2026-09-08","Negative","POST /users","",""
"","21","Create user with invalid email","API","2026-09-08","passed","2026-09-08","Negative","POST /users","",""
"","54","Successful create user","API","2026-09-08","passed","2026-09-08","Positive","POST /users","",""
"","73","Get user with invalid user id","API","2026-09-08","passed","2026-09-08","Negative","GET /users{user_id}","",""
"","47","Successful create user","API","2026-09-08","passed","2026-09-08","Positive","POST /users","",""
"","34","Create user with invalid email","API","2026-09-08","passed","2026-09-08","Negative","POST /users","",""
"","148","Successful get user","API","2026-09-08","passed","2026-09-08","Positive","GET /users{user_id}","",""
"","118","Successful create user","API","2026-09-08","passed","2026-09-08","Positive","POST /users","",""
"","28","Create user with invalid email","API","2026-09-08","passed","2026-09-08","Negative","POST /users","",""
