"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","28","Create user with invalid email","API","2026-09-02","passed","2026-09-02","Negative","POST /users","",""
"","53","Successful create user","API","2026-09-02","passed","2026-09-02","Positive","POST /users","",""
"","35","Create user with invalid email","API","2026-09-02","passed","2026-09-02","Negative","POST /users","",""
"","22","Create user with invalid email","API","2026-09-02","passed","2026-09-02","Negative","POST /users","",""
"","25","Create user with invalid email","API","2026-09-02","passed","2026-09-02","Negative","POST /users","",""
"","67","Successful create user","API","2026-09-02","passed","2026-09-02","Positive","POST /users","",""
"","20","Create user with invalid email","API","2026-09-02","passed","2026-09-02","Negative","POST /users","",""
"","34","Get user with invalid user id","API","2026-09-02","passed","2026-09-02","Negative","GET /users{user_id}","",""
"","140","Successful create user","API","2026-09-02","passed","2026-09-02","Positive","POST /users","",""
"","35","Successful create user","API","2026-09-02","passed","2026-09-02","Positive","POST /users","",""
"","21","Create user with invalid email","API","2026-09-02","passed","2026-09-02","Negative","POST /users","",""
"","140","Successful get user","API","2026-09-02","passed","2026-09-02","Positive","GET /users{user_id}","",""
"","48","Successful create user","API","2026-09-02","passed","2026-09-02","Positive","POST /users","",""
