"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","33","Create user with invalid email","API","2026-09-02","passed","2026-09-02","Negative","POST /users","",""
"","36","Create user with invalid email","API","2026-09-02","passed","2026-09-02","Negative","POST /users","",""
"","79","Get user with invalid user id","API","2026-09-02","passed","2026-09-02","Negative","GET /users{user_id}","",""
"","51","Successful create user","API","2026-09-02","passed","2026-09-02","Positive","POST /users","",""
"","23","Create user with invalid email","API","2026-09-02","passed","2026-09-02","Negative","POST /users","",""
"","134","Successful create user","API","2026-09-02","passed","2026-09-02","Positive","POST /users","",""
"","44","Create user with invalid email","API","2026-09-02","passed","2026-09-02","Negative","POST /users","",""
"","148","Successful get user","API","2026-09-02","passed","2026-09-02","Positive","GET /users{user_id}","",""
"","65","Successful create user","API","2026-09-02","passed","2026-09-02","Positive","POST /users","",""
"","40","Create user with invalid email","API","2026-09-02","passed","2026-09-02","Negative","POST /users","",""
"","94","Successful create user","API","2026-09-02","passed","2026-09-02","Positive","POST /users","",""
"","53","Successful create user","API","2026-09-02","passed","2026-09-02","Positive","POST /users","",""
"","20","Create user with invalid email","API","2026-09-02","passed","2026-09-02","Negative","POST /users","",""
