"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","19","Create user with invalid email","API","2026-09-11","passed","2026-09-11","Negative","POST /users","",""
"","17","Create user with invalid email","API","2026-09-11","passed","2026-09-11","Negative","POST /users","",""
"","20","Create user with invalid email","API","2026-09-11","passed","2026-09-11","Negative","POST /users","",""
"","32","Successful create user","API","2026-09-11","passed","2026-09-11","Positive","POST /users","",""
"","88","Successful create user","API","2026-09-11","passed","2026-09-11","Positive","POST /users","",""
"","53","Successful create user","API","2026-09-11","passed","2026-09-11","Positive","POST /users","",""
"","232","Successful get user","API","2026-09-11","passed","2026-09-11","Positive","GET /users{user_id}","",""
"","101","Get user with invalid user id","API","2026-09-11","passed","2026-09-11","Negative","GET /users{user_id}","",""
"","19","Create user with invalid email","API","2026-09-11","passed","2026-09-11","Negative","POST /users","",""
"","56","Successful create user","API","2026-09-11","passed","2026-09-11","Positive","POST /users","",""
"","26","Create user with invalid email","API","2026-09-11","passed","2026-09-11","Negative","POST /users","",""
"","131","Successful create user","API","2026-09-11","passed","2026-09-11","Positive","POST /users","",""
"","18","Create user with invalid email","API","2026-09-11","passed","2026-09-11","Negative","POST /users","",""
