"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","16","Create user with invalid email","API","2026-09-23","passed","2026-09-23","Negative","POST /users","",""
"","13","Create user with invalid email","API","2026-09-23","passed","2026-09-23","Negative","POST /users","",""
"","31","Successful create user","API","2026-09-23","passed","2026-09-23","Positive","POST /users","",""
"","13","Create user with invalid email","API","2026-09-23","passed","2026-09-23","Negative","POST /users","",""
"","117","Successful create user","API","2026-09-23","passed","2026-09-23","Positive","POST /users","",""
"","13","Create user with invalid email","API","2026-09-23","passed","2026-09-23","Negative","POST /users","",""
"","36","Successful create user","API","2026-09-23","passed","2026-09-23","Positive","POST /users","",""
"","118","Successful get user","API","2026-09-23","passed","2026-09-23","Positive","GET /users{user_id}","",""
"","33","Successful create user","API","2026-09-23","passed","2026-09-23","Positive","POST /users","",""
"","59","Get user with invalid user id","API","2026-09-23","passed","2026-09-23","Negative","GET /users{user_id}","",""
"","13","Create user with invalid email","API","2026-09-23","passed","2026-09-23","Negative","POST /users","",""
"","32","Successful create user","API","2026-09-23","passed","2026-09-23","Positive","POST /users","",""
"","16","Create user with invalid email","API","2026-09-23","passed","2026-09-23","Negative","POST /users","",""
