"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","50","Create user with invalid email","API","2026-09-26","passed","2026-09-26","Negative","POST /users","",""
"","25","Create user with invalid email","API","2026-09-26","passed","2026-09-26","Negative","POST /users","",""
"","108","Get user with invalid user id","API","2026-09-26","passed","2026-09-26","Negative","GET /users{user_id}","",""
"","23","Create user with invalid email","API","2026-09-26","passed","2026-09-26","Negative","POST /users","",""
"","25","Create user with invalid email","API","2026-09-26","passed","2026-09-26","Negative","POST /users","",""
"","108","Successful get user","API","2026-09-26","passed","2026-09-26","Positive","GET /users{user_id}","",""
"","104","Successful create user","API","2026-09-26","passed","2026-09-26","Positive","POST /users","",""
"","39","Successful create user","API","2026-09-26","passed","2026-09-26","Positive","POST /users","",""
"","25","Create user with invalid email","API","2026-09-26","passed","2026-09-26","Negative","POST /users","",""
"","26","Create user with invalid email","API","2026-09-26","passed","2026-09-26","Negative","POST /users","",""
"","93","Successful create user","API","2026-09-26","passed","2026-09-26","Positive","POST /users","",""
"","52","Successful create user","API","2026-09-26","passed","2026-09-26","Positive","POST /users","",""
"","186","Successful create user","API","2026-09-26","passed","2026-09-26","Positive","POST /users","",""
