"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","39","Successful create user","API","2026-09-21","passed","2026-09-21","Positive","POST /users","",""
"","72","Successful get user","API","2026-09-21","passed","2026-09-21","Positive","GET /users{user_id}","",""
"","133","Successful create user","API","2026-09-21","passed","2026-09-21","Positive","POST /users","",""
"","48","Successful create user","API","2026-09-21","passed","2026-09-21","Positive","POST /users","",""
"","20","Create user with invalid email","API","2026-09-21","passed","2026-09-21","Negative","POST /users","",""
"","21","Create user with invalid email","API","2026-09-21","passed","2026-09-21","Negative","POST /users","",""
"","204","Successful create user","API","2026-09-21","passed","2026-09-21","Positive","POST /users","",""
"","19","Create user with invalid email","API","2026-09-21","passed","2026-09-21","Negative","POST /users","",""
"","18","Create user with invalid email","API","2026-09-21","passed","2026-09-21","Negative","POST /users","",""
"","40","Successful create user","API","2026-09-21","passed","2026-09-21","Positive","POST /users","",""
"","147","Get user with invalid user id","API","2026-09-21","passed","2026-09-21","Negative","GET /users{user_id}","",""
"","19","Create user with invalid email","API","2026-09-21","passed","2026-09-21","Negative","POST /users","",""
"","19","Create user with invalid email","API","2026-09-21","passed","2026-09-21","Negative","POST /users","",""
