"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","41","Create user with invalid email","API","2026-09-19","passed","2026-09-19","Negative","POST /users","",""
"","23","Create user with invalid email","API","2026-09-19","passed","2026-09-19","Negative","POST /users","",""
"","40","Create user with invalid email","API","2026-09-19","passed","2026-09-19","Negative","POST /users","",""
"","207","Get user with invalid user id","API","2026-09-19","passed","2026-09-19","Negative","GET /users{user_id}","",""
"","82","Successful create user","API","2026-09-19","passed","2026-09-19","Positive","POST /users","",""
"","17","Create user with invalid email","API","2026-09-19","passed","2026-09-19","Negative","POST /users","",""
"","21","Create user with invalid email","API","2026-09-19","passed","2026-09-19","Negative","POST /users","",""
"","92","Successful create user","API","2026-09-19","passed","2026-09-19","Positive","POST /users","",""
"","64","Successful create user","API","2026-09-19","passed","2026-09-19","Positive","POST /users","",""
"","161","Successful get user","API","2026-09-19","passed","2026-09-19","Positive","GET /users{user_id}","",""
"","31","Create user with invalid email","API","2026-09-19","passed","2026-09-19","Negative","POST /users","",""
"","90","Successful create user","API","2026-09-19","passed","2026-09-19","Positive","POST /users","",""
"","79","Successful create user","API","2026-09-19","passed","2026-09-19","Positive","POST /users","",""
