"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","24","Create user with invalid email","API","2026-09-02","passed","2026-09-02","Negative","POST /users","",""
"","51","Successful create user","API","2026-09-02","passed","2026-09-02","Positive","POST /users","",""
"","50","Successful create user","API","2026-09-02","passed","2026-09-02","Positive","POST /users","",""
"","110","Successful create user","API","2026-09-02","passed","2026-09-02","Positive","POST /users","",""
"","71","Successful create user","API","2026-09-02","passed","2026-09-02","Positive","POST /users","",""
"","22","Create user with invalid email","API","2026-09-02","passed","2026-09-02","Negative","POST /users","",""
"","160","Successful get user","API","2026-09-02","passed","2026-09-02","Positive","GET /users{user_id}","",""
"","51","Create user with invalid email","API","2026-09-02","passed","2026-09-02","Negative","POST /users","",""
"","20","Create user with invalid email","API","2026-09-02","passed","2026-09-02","Negative","POST /users","",""
"","20","Create user with invalid email","API","2026-09-02","passed","2026-09-02","Negative","POST /users","",""
"","69","Get user with invalid user id","API","2026-09-02","passed","2026-09-02","Negative","GET /users{user_id}","",""
"","22","Create user with invalid email","API","2026-09-02","passed","2026-09-02","Negative","POST /users","",""
"","166","Successful create user","API","2026-09-02","passed","2026-09-02","Positive","POST /users","",""
