"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","36","Create user with invalid email","API","2026-09-24","passed","2026-09-24","Negative","POST /users","",""
"","26","Get user with invalid user id","API","2026-09-24","passed","2026-09-24","Negative","GET /users{user_id}","",""
"","120","Successful get user","API","2026-09-24","passed","2026-09-24","Positive","GET /users{user_id}","",""
"","24","Successful create user","API","2026-09-24","passed","2026-09-24","Positive","POST /users","",""
"","14","Create user with invalid email","API","2026-09-24","passed","2026-09-24","Negative","POST /users","",""
"","130","Successful create user","API","2026-09-24","passed","2026-09-24","Positive","POST /users","",""
"","121","Successful create user","API","2026-09-24","passed","2026-09-24","Positive","POST /users","",""
"","84","Create user with invalid email","API","2026-09-24","passed","2026-09-24","Negative","POST /users","",""
"","11","Create user with invalid email","API","2026-09-24","passed","2026-09-24","Negative","POST /users","",""
"","11","Create user with invalid email","API","2026-09-24","passed","2026-09-24","Negative","POST /users","",""
"","42","Successful create user","API","2026-09-24","passed","2026-09-24","Positive","POST /users","",""
"","34","Create user with invalid email","API","2026-09-24","passed","2026-09-24","Negative","POST /users","",""
"","254","Successful create user","API","2026-09-24","passed","2026-09-24","Positive","POST /users","",""
