"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","130","Successful create user","API","2026-09-02","passed","2026-09-02","Positive","POST /users","",""
"","36","Get user with invalid user id","API","2026-09-02","passed","2026-09-02","Negative","GET /users{user_id}","",""
"","182","Successful create user","API","2026-09-02","passed","2026-09-02","Positive","POST /users","",""
"","40","Create user with invalid email","API","2026-09-02","passed","2026-09-02","Negative","POST /users","",""
"","20","Create user with invalid email","API","2026-09-02","passed","2026-09-02","Negative","POST /users","",""
"","54","Successful create user","API","2026-09-02","passed","2026-09-02","Positive","POST /users","",""
"","19","Create user with invalid email","API","2026-09-02","passed","2026-09-02","Negative","POST /users","",""
"","65","Successful create user","API","2026-09-02","passed","2026-09-02","Positive","POST /users","",""
"","192","Successful get user","API","2026-09-02","passed","2026-09-02","Positive","GET /users{user_id}","",""
"","40","Successful create user","API","2026-09-02","passed","2026-09-02","Positive","POST /users","",""
"","41","Create user with invalid email","API","2026-09-02","passed","2026-09-02","Negative","POST /users","",""
"","18","Create user with invalid email","API","2026-09-02","passed","2026-09-02","Negative","POST /users","",""
"","18","Create user with invalid email","API","2026-09-02","passed","2026-09-02","Negative","POST /users","",""
