"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","33","Successful create user","API","2026-08-28","passed","2026-08-28","Positive","POST /users","",""
"","22","Create user with invalid email","API","2026-08-28","passed","2026-08-28","Negative","POST /users","",""
"","118","Get user with invalid user id","API","2026-08-28","passed","2026-08-28","Negative","GET /users{user_id}","",""
"","39","Create user with invalid email","API","2026-08-28","passed","2026-08-28","Negative","POST /users","",""
"","68","Successful get user","API","2026-08-28","passed","2026-08-28","Positive","GET /users{user_id}","",""
"","20","Create user with invalid email","API","2026-08-28","passed","2026-08-28","Negative","POST /users","",""
"","50","Successful create user","API","2026-08-28","passed","2026-08-28","Positive","POST /users","",""
"","21","Create user with invalid email","API","2026-08-28","passed","2026-08-28","Negative","POST /users","",""
"","27","Create user with invalid email","API","2026-08-28","passed","2026-08-28","Negative","POST /users","",""
"","23","Create user with invalid email","API","2026-08-28","passed","2026-08-28","Negative","POST /users","",""
"","129","Successful create user","API","2026-08-28","passed","2026-08-28","Positive","POST /users","",""
"","44","Successful create user","API","2026-08-28","passed","2026-08-28","Positive","POST /users","",""
"","31","Successful create user","API","2026-08-28","passed","2026-08-28","Positive","POST /users","",""
