"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","122","Successful create user","API","2026-09-02","passed","2026-09-02","Positive","POST /users","",""
"","159","Successful get user","API","2026-09-02","passed","2026-09-02","Positive","GET /users{user_id}","",""
"","52","Successful create user","API","2026-09-02","passed","2026-09-02","Positive","POST /users","",""
"","76","Create user with invalid email","API","2026-09-02","passed","2026-09-02","Negative","POST /users","",""
"","29","Create user with invalid email","API","2026-09-02","passed","2026-09-02","Negative","POST /users","",""
"","99","Create user with invalid email","API","2026-09-02","passed","2026-09-02","Negative","POST /users","",""
"","19","Create user with invalid email","API","2026-09-02","passed","2026-09-02","Negative","POST /users","",""
"","48","Successful create user","API","2026-09-02","passed","2026-09-02","Positive","POST /users","",""
"","49","Successful create user","API","2026-09-02","passed","2026-09-02","Positive","POST /users","",""
"","29","Create user with invalid email","API","2026-09-02","passed","2026-09-02","Negative","POST /users","",""
"","24","Create user with invalid email","API","2026-09-02","passed","2026-09-02","Negative","POST /users","",""
"","37","Successful create user","API","2026-09-02","passed","2026-09-02","Positive","POST /users","",""
"","53","Get user with invalid user id","API","2026-09-02","passed","2026-09-02","Negative","GET /users{user_id}","",""
