"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","52","Successful create user","API","2026-09-02","passed","2026-09-02","Positive","POST /users","",""
"","23","Create user with invalid email","API","2026-09-02","passed","2026-09-02","Negative","POST /users","",""
"","67","Get user with invalid user id","API","2026-09-02","passed","2026-09-02","Negative","GET /users{user_id}","",""
"","29","Create user with invalid email","API","2026-09-02","passed","2026-09-02","Negative","POST /users","",""
"","87","Successful get user","API","2026-09-02","passed","2026-09-02","Positive","GET /users{user_id}","",""
"","34","Successful create user","API","2026-09-02","passed","2026-09-02","Positive","POST /users","",""
"","24","Create user with invalid email","API","2026-09-02","passed","2026-09-02","Negative","POST /users","",""
"","46","Create user with invalid email","API","2026-09-02","passed","2026-09-02","Negative","POST /users","",""
"","20","Create user with invalid email","API","2026-09-02","passed","2026-09-02","Negative","POST /users","",""
"","37","Successful create user","API","2026-09-02","passed","2026-09-02","Positive","POST /users","",""
"","166","Successful create user","API","2026-09-02","passed","2026-09-02","Positive","POST /users","",""
"","115","Successful create user","API","2026-09-02","passed","2026-09-02","Positive","POST /users","",""
"","80","Create user with invalid email","API","2026-09-02","passed","2026-09-02","Negative","POST /users","",""
