"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","106","Successful create user","API","2026-09-02","passed","2026-09-02","Positive","POST /users","",""
"","26","Create user with invalid email","API","2026-09-02","passed","2026-09-02","Negative","POST /users","",""
"","56","Successful create user","API","2026-09-02","passed","2026-09-02","Positive","POST /users","",""
"","19","Create user with invalid email","API","2026-09-02","passed","2026-09-02","Negative","POST /users","",""
"","77","Successful get user","API","2026-09-02","passed","2026-09-02","Positive","GET /users{user_id}","",""
"","93","Successful create user","API","2026-09-02","passed","2026-09-02","Positive","POST /users","",""
"","44","Successful create user","API","2026-09-02","passed","2026-09-02","Positive","POST /users","",""
"","20","Create user with invalid email","API","2026-09-02","passed","2026-09-02","Negative","POST /users","",""
"","278","Successful create user","API","2026-09-02","passed","2026-09-02","Positive","POST /users","",""
"","19","Create user with invalid email","API","2026-09-02","passed","2026-09-02","Negative","POST /users","",""
"","35","Create user with invalid email","API","2026-09-02","passed","2026-09-02","Negative","POST /users","",""
"","178","Get user with invalid user id","API","2026-09-02","passed","2026-09-02","Negative","GET /users{user_id}","",""
"","32","Create user with invalid email","API","2026-09-02","passed","2026-09-02","Negative","POST /users","",""
