"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","18","Create user with invalid email","API","2026-08-31","passed","2026-08-31","Negative","POST /users","",""
"","40","Successful create user","API","2026-08-31","passed","2026-08-31","Positive","POST /users","",""
"","18","Create user with invalid email","API","2026-08-31","passed","2026-08-31","Negative","POST /users","",""
"","38","Successful create user","API","2026-08-31","passed","2026-08-31","Positive","POST /users","",""
"","18","Create user with invalid email","API","2026-08-31","passed","2026-08-31","Negative","POST /users","",""
"","17","Create user with invalid email","API","2026-08-31","passed","2026-08-31","Negative","POST /users","",""
"","136","Successful create user","API","2026-08-31","passed","2026-08-31","Positive","POST /users","",""
"","37","Successful create user","API","2026-08-31","passed","2026-08-31","Positive","POST /users","",""
"","132","Successful get user","API","2026-08-31","passed","2026-08-31","Positive","GET /users{user_id}","",""
"","19","Create user with invalid email","API","2026-08-31","passed","2026-08-31","Negative","POST /users","",""
"","34","Get user with invalid user id","API","2026-08-31","passed","2026-08-31","Negative","GET /users{user_id}","",""
"","66","Successful create user","API","2026-08-31","passed","2026-08-31","Positive","POST /users","",""
"","19","Create user with invalid email","API","2026-08-31","passed","2026-08-31","Negative","POST /users","",""
