"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","28","Create user with invalid email","API","2026-09-02","passed","2026-09-02","Negative","POST /users","",""
"","103","Successful create user","API","2026-09-02","passed","2026-09-02","Positive","POST /users","",""
"","21","Create user with invalid email","API","2026-09-02","passed","2026-09-02","Negative","POST /users","",""
"","178","Successful get user","API","2026-09-02","passed","2026-09-02","Positive","GET /users{user_id}","",""
"","179","Successful create user","API","2026-09-02","passed","2026-09-02","Positive","POST /users","",""
"","32","Create user with invalid email","API","2026-09-02","passed","2026-09-02","Negative","POST /users","",""
"","45","Successful create user","API","2026-09-02","passed","2026-09-02","Positive","POST /users","",""
"","41","Successful create user","API","2026-09-02","passed","2026-09-02","Positive","POST /users","",""
"","127","Get user with invalid user id","API","2026-09-02","passed","2026-09-02","Negative","GET /users{user_id}","",""
"","28","Create user with invalid email","API","2026-09-02","passed","2026-09-02","Negative","POST /users","",""
"","54","Successful create user","API","2026-09-02","passed","2026-09-02","Positive","POST /users","",""
"","23","Create user with invalid email","API","2026-09-02","passed","2026-09-02","Negative","POST /users","",""
"","32","Create user with invalid email","API","2026-09-02","passed","2026-09-02","Negative","POST /users","",""
