"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","130","Get user with invalid user id","API","2026-09-02","passed","2026-09-02","Negative","GET /users{user_id}","",""
"","62","Successful create user","API","2026-09-02","passed","2026-09-02","Positive","POST /users","",""
"","21","Create user with invalid email","API","2026-09-02","passed","2026-09-02","Negative","POST /users","",""
"","165","Successful get user","API","2026-09-02","passed","2026-09-02","Positive","GET /users{user_id}","",""
"","71","Successful create user","API","2026-09-02","passed","2026-09-02","Positive","POST /users","",""
"","18","Create user with invalid email","API","2026-09-02","passed","2026-09-02","Negative","POST /users","",""
"","18","Create user with invalid email","API","2026-09-02","passed","2026-09-02","Negative","POST /users","",""
"","35","Create user with invalid email","API","2026-09-02","passed","2026-09-02","Negative","POST /users","",""
"","46","Successful create user","API","2026-09-02","passed","2026-09-02","Positive","POST /users","",""
"","118","Successful create user","API","2026-09-02","passed","2026-09-02","Positive","POST /users","",""
"","59","Create user with invalid email","API","2026-09-02","passed","2026-09-02","Negative","POST /users","",""
"","49","Successful create user","API","2026-09-02","passed","2026-09-02","Positive","POST /users","",""
"","20","Create user with invalid email","API","2026-09-02","passed","2026-09-02","Negative","POST /users","",""
