"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","21","Create user with invalid email","API","2026-09-02","passed","2026-09-02","Negative","POST /users","",""
"","62","Successful create user","API","2026-09-02","passed","2026-09-02","Positive","POST /users","",""
"","104","Successful create user","API","2026-09-02","passed","2026-09-02","Positive","POST /users","",""
"","22","Create user with invalid email","API","2026-09-02","passed","2026-09-02","Negative","POST /users","",""
"","47","Create user with invalid email","API","2026-09-02","passed","2026-09-02","Negative","POST /users","",""
"","26","Create user with invalid email","API","2026-09-02","passed","2026-09-02","Negative","POST /users","",""
"","46","Successful create user","API","2026-09-02","passed","2026-09-02","Positive","POST /users","",""
"","41","Successful create user","API","2026-09-02","passed","2026-09-02","Positive","POST /users","",""
"","135","Successful create user","API","2026-09-02","passed","2026-09-02","Positive","POST /users","",""
"","71","Create user with invalid email","API","2026-09-02","passed","2026-09-02","Negative","POST /users","",""
"","36","Create user with invalid email","API","2026-09-02","passed","2026-09-02","Negative","POST /users","",""
"","86","Successful get user","API","2026-09-02","passed","2026-09-02","Positive","GET /users{user_id}","",""
"","107","Get user with invalid user id","API","2026-09-02","passed","2026-09-02","Negative","GET /users{user_id}","",""
