"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","34","Create user with invalid email","API","2026-08-29","passed","2026-08-29","Negative","POST /users","",""
"","23","Create user with invalid email","API","2026-08-29","passed","2026-08-29","Negative","POST /users","",""
"","39","Create user with invalid email","API","2026-08-29","passed","2026-08-29","Negative","POST /users","",""
"","142","Successful get user","API","2026-08-29","passed","2026-08-29","Positive","GET /users{user_id}","",""
"","39","Successful create user","API","2026-08-29","passed","2026-08-29","Positive","POST /users","",""
"","87","Successful create user","API","2026-08-29","passed","2026-08-29","Positive","POST /users","",""
"","203","Successful create user","API","2026-08-29","passed","2026-08-29","Positive","POST /users","",""
"","21","Create user with invalid email","API","2026-08-29","passed","2026-08-29","Negative","POST /users","",""
"","34","Create user with invalid email","API","2026-08-29","passed","2026-08-29","Negative","POST /users","",""
"","193","Successful create user","API","2026-08-29","passed","2026-08-29","Positive","POST /users","",""
"","57","Successful create user","API","2026-08-29","passed","2026-08-29","Positive","POST /users","",""
"","40","Create user with invalid email","API","2026-08-29","passed","2026-08-29","Negative","POST /users","",""
"","366","Get user with invalid user id","API","2026-08-29","passed","2026-08-29","Negative","GET /users{user_id}","",""
