"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","43","Create user with invalid email","API","2026-09-09","passed","2026-09-09","Negative","POST /users","",""
"","31","Create user with invalid email","API","2026-09-09","passed","2026-09-09","Negative","POST /users","",""
"","22","Create user with invalid email","API","2026-09-09","passed","2026-09-09","Negative","POST /users","",""
"","98","Successful create user","API","2026-09-09","passed","2026-09-09","Positive","POST /users","",""
"","32","Create user with invalid email","API","2026-09-09","passed","2026-09-09","Negative","POST /users","",""
"","56","Successful create user","API","2026-09-09","passed","2026-09-09","Positive","POST /users","",""
"","40","Get user with invalid user id","API","2026-09-09","passed","2026-09-09","Negative","GET /users{user_id}","",""
"","31","Create user with invalid email","API","2026-09-09","passed","2026-09-09","Negative","POST /users","",""
"","105","Successful create user","API","2026-09-09","passed","2026-09-09","Positive","POST /users","",""
"","33","Create user with invalid email","API","2026-09-09","passed","2026-09-09","Negative","POST /users","",""
"","246","Successful get user","API","2026-09-09","passed","2026-09-09","Positive","GET /users{user_id}","",""
"","213","Successful create user","API","2026-09-09","passed","2026-09-09","Positive","POST /users","",""
"","188","Successful create user","API","2026-09-09","passed","2026-09-09","Positive","POST /users","",""
