"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","64","Successful create user","API","2026-09-02","passed","2026-09-02","Positive","POST /users","",""
"","195","Successful get user","API","2026-09-02","passed","2026-09-02","Positive","GET /users{user_id}","",""
"","18","Create user with invalid email","API","2026-09-02","passed","2026-09-02","Negative","POST /users","",""
"","15","Create user with invalid email","API","2026-09-02","passed","2026-09-02","Negative","POST /users","",""
"","16","Create user with invalid email","API","2026-09-02","passed","2026-09-02","Negative","POST /users","",""
"","132","Successful create user","API","2026-09-02","passed","2026-09-02","Positive","POST /users","",""
"","25","Create user with invalid email","API","2026-09-02","passed","2026-09-02","Negative","POST /users","",""
"","16","Create user with invalid email","API","2026-09-02","passed","2026-09-02","Negative","POST /users","",""
"","15","Create user with invalid email","API","2026-09-02","passed","2026-09-02","Negative","POST /users","",""
"","73","Successful create user","API","2026-09-02","passed","2026-09-02","Positive","POST /users","",""
"","112","Successful create user","API","2026-09-02","passed","2026-09-02","Positive","POST /users","",""
"","45","Successful create user","API","2026-09-02","passed","2026-09-02","Positive","POST /users","",""
"","72","Get user with invalid user id","API","2026-09-02","passed","2026-09-02","Negative","GET /users{user_id}","",""
