"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","22","Create user with invalid email","API","2026-09-03","passed","2026-09-03","Negative","POST /users","",""
"","49","Successful create user","API","2026-09-03","passed","2026-09-03","Positive","POST /users","",""
"","64","Successful create user","API","2026-09-03","passed","2026-09-03","Positive","POST /users","",""
"","149","Get user with invalid user id","API","2026-09-03","passed","2026-09-03","Negative","GET /users{user_id}","",""
"","59","Create user with invalid email","API","2026-09-03","passed","2026-09-03","Negative","POST /users","",""
"","223","Successful get user","API","2026-09-03","passed","2026-09-03","Positive","GET /users{user_id}","",""
"","115","Successful create user","API","2026-09-03","passed","2026-09-03","Positive","POST /users","",""
"","44","Create user with invalid email","API","2026-09-03","passed","2026-09-03","Negative","POST /users","",""
"","22","Create user with invalid email","API","2026-09-03","passed","2026-09-03","Negative","POST /users","",""
"","117","Successful create user","API","2026-09-03","passed","2026-09-03","Positive","POST /users","",""
"","80","Successful create user","API","2026-09-03","passed","2026-09-03","Positive","POST /users","",""
"","24","Create user with invalid email","API","2026-09-03","passed","2026-09-03","Negative","POST /users","",""
"","37","Create user with invalid email","API","2026-09-03","passed","2026-09-03","Negative","POST /users","",""
