"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","77","Successful create user","API","2026-09-02","passed","2026-09-02","Positive","POST /users","",""
"","125","Successful create user","API","2026-09-02","passed","2026-09-02","Positive","POST /users","",""
"","98","Successful create user","API","2026-09-02","passed","2026-09-02","Positive","POST /users","",""
"","20","Create user with invalid email","API","2026-09-02","passed","2026-09-02","Negative","POST /users","",""
"","23","Create user with invalid email","API","2026-09-02","passed","2026-09-02","Negative","POST /users","",""
"","30","Create user with invalid email","API","2026-09-02","passed","2026-09-02","Negative","POST /users","",""
"","19","Create user with invalid email","API","2026-09-02","passed","2026-09-02","Negative","POST /users","",""
"","31","Get user with invalid user id","API","2026-09-02","passed","2026-09-02","Negative","GET /users{user_id}","",""
"","41","Successful create user","API","2026-09-02","passed","2026-09-02","Positive","POST /users","",""
"","20","Create user with invalid email","API","2026-09-02","passed","2026-09-02","Negative","POST /users","",""
"","29","Create user with invalid email","API","2026-09-02","passed","2026-09-02","Negative","POST /users","",""
"","178","Successful get user","API","2026-09-02","passed","2026-09-02","Positive","GET /users{user_id}","",""
"","41","Successful create user","API","2026-09-02","passed","2026-09-02","Positive","POST /users","",""
