"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","131","Successful create user","API","2026-09-14","passed","2026-09-14","Positive","POST /users","",""
"","32","Successful create user","API","2026-09-14","passed","2026-09-14","Positive","POST /users","",""
"","18","Create user with invalid email","API","2026-09-14","passed","2026-09-14","Negative","POST /users","",""
"","40","Create user with invalid email","API","2026-09-14","passed","2026-09-14","Negative","POST /users","",""
"","41","Create user with invalid email","API","2026-09-14","passed","2026-09-14","Negative","POST /users","",""
"","49","Create user with invalid email","API","2026-09-14","passed","2026-09-14","Negative","POST /users","",""
"","48","Successful create user","API","2026-09-14","passed","2026-09-14","Positive","POST /users","",""
"","65","Create user with invalid email","API","2026-09-14","passed","2026-09-14","Negative","POST /users","",""
"","72","Successful create user","API","2026-09-14","passed","2026-09-14","Positive","POST /users","",""
"","81","Get user with invalid user id","API","2026-09-14","passed","2026-09-14","Negative","GET /users{user_id}","",""
"","78","Successful create user","API","2026-09-14","passed","2026-09-14","Positive","POST /users","",""
"","155","Successful get user","API","2026-09-14","passed","2026-09-14","Positive","GET /users{user_id}","",""
"","21","Create user with invalid email","API","2026-09-14","passed","2026-09-14","Negative","POST /users","",""
