"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","73","Successful create user","API","2026-09-02","passed","2026-09-02","Positive","POST /users","",""
"","22","Create user with invalid email","API","2026-09-02","passed","2026-09-02","Negative","POST /users","",""
"","143","Successful get user","API","2026-09-02","passed","2026-09-02","Positive","GET /users{user_id}","",""
"","44","Successful create user","API","2026-09-02","passed","2026-09-02","Positive","POST /users","",""
"","23","Create user with invalid email","API","2026-09-02","passed","2026-09-02","Negative","POST /users","",""
"","24","Create user with invalid email","API","2026-09-02","passed","2026-09-02","Negative","POST /users","",""
"","46","Successful create user","API","2026-09-02","passed","2026-09-02","Positive","POST /users","",""
"","21","Create user with invalid email","API","2026-09-02","passed","2026-09-02","Negative","POST /users","",""
"","64","Get user with invalid user id","API","2026-09-02","passed","2026-09-02","Negative","GET /users{user_id}","",""
"","115","Successful create user","API","2026-09-02","passed","2026-09-02","Positive","POST /users","",""
"","21","Create user with invalid email","API","2026-09-02","passed","2026-09-02","Negative","POST /users","",""
"","20","Create user with invalid email","API","2026-09-02","passed","2026-09-02","Negative","POST /users","",""
"","38","Successful create user","API","2026-09-02","passed","2026-09-02","Positive","POST /users","",""
